item,Distribuidor,Producto,Fabricante,composicion_por,Forma Farmacéutica,Procedencia,Liberación,Composición,Vías de Administración,Presentación,codigo_atc,descripcion_clasificacion,grupo_atc_3,grupo_atc_4
DE4601,MERPHARMA SOCIEDAD ANONIMA CERRADA,ZINC 50 mg,"RAPHA HEALTH NETWORK INTERNATIONAL, INC.",TABLETA,TABLETA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,GLUCONATO DE ZINC 350.000000 mg,ORAL,"Frasco de polietileno tereftalato (PET) de color azul por 30, 60, 90, 100 y 120 tabletas.",D02AB,Productos con zinc,D02,D02A
DE4603,LAB NUTRITION CORP S.A.C.,X THE ORIGINAL 7 G BCAA BLUE RASPBERRY ICE .,"PRINOVA NUTRITION, LLC",DOSIS 13.50 g,POLVO ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,POR DOSIS 13.50 g - L-LEUCINA 3.500000 g L-GLUTAMINA 2.500000 g L-ISOLEUCINA 1.750000 g L-VALINA 1.750000 g CITRATO DE SODIO 0.380000 g CLORURO DE POTASIO 0.380000 g CLORURO DE SODIO 0.380000 g,ORAL,"Pote de polietileno de alta densidad blanco o plateado por 135g, 270g, 405g, 810g, 1215g, con tapa de polietileno de alta densidad blanco o plateado, con cuchara dosificadora de polipropileno blanco o incoloro x 13.5g",A16A,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16A
DE4604,LAB NUTRITION CORP S.A.C.,X THE ORIGINAL 7 G BCAA FREEDOM ICE .,"ARMADA NUTRITION, LLC",DOSIS 13.50 mg,POLVO ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,POR DOSIS 13.50 mg - L-LEUCINA 3.500000 g L-GLUTAMINA 2.500000 g L-ISOLEUCINA 1.750000 g L-VALINA 1.000000 g CITRATO DE SODIO 0.380000 g CLORURO DE POTASIO 0.380000 g CLORURO DE SODIO 0.380000 g,ORAL,"Pote de polietileno de alta densidad blanco o plateado por 135g, 270g, 405g, 810g , 1215g, con tapa de polietileno de alta densidad color blanco o plateado, con cuchara dosificadora de polipropileno blanco o incoloro x 13.5 g",A16A,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16A
DE4605,KENGCORP PERU S.A.C.,ISOLATE 1000 CHOCOLATE FUDGE .,ENOVA NUTRACEUTICALS INC.,DOSIS 33.00 g,POLVO ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,POR DOSIS 33.00 g - AISLADO DE PROTEINA DE SUERO HIDROLIZADA 29.700000 g,ORAL,"pote de PEAD negro x 2.3 kg, 2.7 kg y 0.9 kg. con tapa de PET de color negro, incluye cuchara dosificadora de PET incoloro x 33g",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4606,MEDSTYLE PERUANA S.A.C.,MAGNESIO .,SINCROFARM SL,COMPRIMIDO,COMPRIMIDO,ESPAÑA,INMEDIATA,CLORURO DE MAGNESIO HEXAHIDRATO 373.900000 mg CARBONATO DE MAGNESIO 156.800000 mg,ORAL,pote de polietileno de alta densidad blanco x 147 comprimidos con tapa de polietileno de baja densidad blanco,A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4607,LAB NUTRITION CORP S.A.C.,C4 PERFORMANCE ENERGY MIDNIGHT CHERRY .,"ADIRONDACK BEVERAGES, INC",DOSIS 473.00 mL,SOLUCION ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,"POR DOSIS 473.00 mL - BETA ALANINA 2,080.000000 mg L- CITRULINA 1,760.000000 mg BETAINA ANHIDRO 1,220.000000 mg CAFEINA ANHIDRA 213.000000 mg NIACINAMIDA 30.000000 mg N-ACETIL TIROSINA 53.000000 mg CIANOCOBALAMINA 0.006000 mg",ORAL,lata de hojalata plateada por 16 fl oz (473 ml),A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE4608,LABORATORIOS GABBLAN S.A.C.,RENOVAT BABY 4 mil millones UFC / mL,HEALTH PROGRESS ITALIA SRL,MILILITRO,SOLUCION PARA GOTAS ORALES,ITALIA,INMEDIATA,"LACTOBACILLUS REUTERI 4,000,000,000.000000 UFC",ORAL,"Caja de cartón conteniendo un frasco de vidrio tipo III ámbar por 3 mL y 5 mL, con tapa de polietileno de alta densidad blanco, con tapa gotero de Polipropileno/Clorobutilo/Polipropileno blanco y sobretapa de protección de Polipropileno/Clorobutilo/Polipropileno blanco en bolsa de polipropileno incoloro.",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4609,ANDES NUTRITION S.A.C,SERIOUS MASS OPTIMUM NUTRITION VANILLA .,"GLANBIA PERFORMANCE NUTRITION (MANUFACTURING), INC.",DOSIS 170.00 g,POLVO ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,"POR DOSIS 170.00 g - CONCENTRADO DE PROTEINAS DE SUERO 42.500000 g MALTODEXTRINA 119.000000 g BIOTINA 150.000000 MCG NIACINA 25.000000 mg ACIDO PANTOTENICO 12.500000 mg VITAMINA C 30.000000 mg VITAMINA D3 2.500000 MCG D-ALFA SUCCINATO ACIDO DE TOCOFERILO 10.000000 mg TIAMINA 2.400000 mg RIBOFLAVINA 2.000000 mg VITAMINA B6 2.500000 mg ASPARTATO DE MAGNESIO 712.000000 mg ACIDO FOLICO 200.000000 MCG CITRATO DE CALCIO 1,110.000000 mg FOSFATO DIBASICO DE CALCIO 21.000000 mg FUMARATO FERROSO 9.700000 mg FOSFATO DIPOTASICO 1,408.000000 mg IODURO DE POTASIO 26.000000 MCG CITRATO DE ZINC 21.900000 mg VITAMINA B12 5.000000 MCG SELENIOMETIONINA 86.900000 MCG GLUCONATO DE COBRE 3.600000 mg QUELATO AMINOACIDO DE MANGANESO 1.000000 mg POLINICOTINATO DE CROMO 483.000000 MCG CREATINA MONOHIDRATO 1.500000 g",ORAL,"pote de PEAD negro x 1300g, 1360g, 2700g y 2720g con tapa de PEAD negro, incluye cuchara dosificadora de PEAD incoloro por 170g. Bolsa de PEAD/PEBD negro x 170g, 340g, 5400g y 5440 g, incluye cuchara dosificadora PEAD incoloro por 170g.",A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE4610,SMART PHARMA S.A.C.,COMPLEJO B FORTE CON BIOTINA .,"CHINA RESOURCES SHENGHAI HEALTH TECHNOLOGY CO., LTD",CAPSULA,CAPSULA BLANDA,CHINA,INMEDIATA,MONONITRATO DE TIAMINA 25.000000 mg VITAMINA B2 5.000000 mg NICOTINAMIDA 50.000000 mg CLORHIDRATO DE PIRIDOXINA 50.000000 mg D-BIOTINA 50.000000 MCG,ORAL,"Caja de cartón conteniendo 7 ,10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100, 150, 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 950 y 1000 cápsulas blandas en blíster de poli(cloruro de vinilo) incoloro y aluminio plateado.",A11BA,Multivitamínicos solos,A11,A11B
DE4611,ALPHA-BECC COORPORATION S.A.C,PROVEN WHEY 100% WHEY ISOLATE NEAPOLITAN ICE CREAM .,NATURAL VITAMINS LABORATORY CORP,DOSIS,POLVO ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,AISLADO DE PROTEINA DE SUERO DE LECHE 28.500000 g AISLADO DE PROTEINA DE SUERO HIDROLIZADA 1.200000 g,ORAL,"Pote de polietileno de alta densidad o poli(tereftalato de etileno) blanco o incoloro conteniendo 918g o 1836g con tapa de polietileno de alta densidad o poli(tereftalato de etileno) o polipropileno blanco, incluye cuchara dosificadora de polipropileno incoloro o blanco por 34g. Sobre de polietileno de baja densidad/aluminio/poliester conteniendo 34g.",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4612,ANDES NUTRITION S.A.C,CARNIVOR CHOCOLATE .,COMMAND NUTRITIONALS LLC,DOSIS 33.90 g,POLVO ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,"POR DOSIS 33.90 g - AISLADO DE PROTEINA DE CARNE VACUNO HIDROLIZADA 23,232.000000 g L-LEUCINA 0.025000 g L-VALINA 0.025000 g L-ISOLEUCINA 0.025000 g GLUTAMINA ALFA CETOGLUTARATO 0.025000 g ORNITINA ALFA-CETOGLUTARATO 0.025000 g ALFA -CETOGLUTARATO 0.025000 g ALFA CETOISOCAPROATO 0.025000 g",ORAL,"Pote PET negro x 33.9g, 949.2g, 1019.2g, 1898.4 g y 2038.4 g con tapa de PET negra incluye cuchara dosificadora blanca/incolora PEAD. Bolsa PEBD/Aluminium/Poliester roja x 33.9g, 36.4g, 3640g , 3390 g incluye cuchara dosificadora blanca / incolora PEAD",V06B,SUPLEMENTOS PROTEICOS,V06,V06B
DE4613,DROGUERIA FARMOQUIMICA DEL PACIFICO S.A.C.,GLOBIFER® FORTE .,LABORATORIA WOLFS NV,TABLETA,TABLETA RECUBIERTA,BELGICA,INMEDIATA,HEMOGLOBINA BOVINA EN POLVO 519.000000 mg SULFATO FERROSO HEPTAHIDRATO 81.000000 mg,ORAL,Caja de cartón conteniendo 40 tabletas recubiertas en blíster de PVC incoloro y aluminio plateado.,A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4614,MEDIFARMA S.A.,CALM MAGNESIO .,NATURAL VITAMINS LABORATORY CORP,DOSIS 4.00 g,POLVO ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,POR DOSIS 4.00 g - CARBONATO DE MAGNESIO 612.500000 mg BISGLICINATO DE MAGNESIO 787.500000 mg,ORAL,"Frasco de Polietileno de alta densidad blanco por 168g, 248g y 360g con tapa de polipropileno blanco, con cuchara dosificadora de polipropileno x 4g. Pote de Polietileno de alta densidad blanco por 168g, 248g y 360g con tapa de polipropileno blanco, con cuchara dosificadora de polipropileno x 4g.",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4615,TERBOL PERU SOCIEDAD ANONIMA CERRADA,VITAMIN C 500 MG,"SHANDONG YUWANG PHARMACEUTICAL CO.,LTD.",TABLETA,TABLETA RECUBIERTA,CHINA,INMEDIATA,VITAMINA C 500.000000 mg,ORAL,Frasco de poli(tereftalato de etileno) gris conteniendo 100 tabletas recubiertas con tapa de polipropileno gris o verde . Caja de cartulina tríplex conteniendo 30 tabletas recubiertas en blíster poli(cloruro de vinilo)/poli(cloruro de vinilideno) incoloro y aluminio.,A11GA01,Ácido ascórbico (vit C),A11,A11G
DE4616,LAB NUTRITION CORP S.A.C.,MELATONIN 1MG,"FLORIDA SUPPLEMENT, LLC",TABLETA,TABLETA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,MELATONINA 1.000000 mg,ORAL,"Frasco de polietileno de alta densidad blanco, negro, o rojo por 30, 60. 90, 120. 150, 180, 210, 240,300, 600 tabletas con tapa de polietileno de alta densidad de color blanco, negro, rojo .",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4617,PRO NUTRITION SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,ISO TRIPLE ZERO BAUNILHA .,BRG SUPLEMENTOS NUTRICIONAIS LTDA,DOSIS 30.00 g,POLVO ORAL,BRASIL,INMEDIATA,"POR DOSIS 30.00 g - AISLADO DE PROTEINA DE SUERO DE LECHE 29,139.000000 g",ORAL,"Pote de Polietileno tereftalato color rojo por 900 g, 907 g y 1800g. con tapa de PEAD o PP o PET color negro y cuchara dosificadora de PP incoloro o blanco de 15g. Bolsa de Polietileno/Aluminio color rojo por 15 y 30g. Bolsa de Polietileno/Aluminio color rojo por 900g, 907g y 1800g con cierre cremallera de PP y cuchara dosificadora de PP incoloro o blanco de 15g.",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4618,SEVEN & ELEVEN DAIKORP SAC,KITANSIA .,PLANTAS MEDICINALES Y COMPLEMENTOS ALIMENTICIOS S.A.,CAPSULA,CAPSULA,ESPAÑA,INMEDIATA,PROTEINA HIDROLIZADA DE SUERO DE LECHE 300.000000 mg TIAMINA 0.840000 mg RIBOFLAVINA 0.840000 mg CLORHIDRATO DE PIRIDOXINA 1.020000 mg,ORAL,caja de cartón por 10 cápsulas en blíster de PVC incoloro con lámina de sellado de aluminio plateado,A16A,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16A
DE4619,UFS PHARMACEUTICAL E.I.R.L.,L-CARNITINE XL - PINEAPPLE .,BEDECO ITALPORGYÁRTÓ ÉS FORGALMAZÓ KFT.,DOSIS 25.00 mL,SOLUCION ORAL,HUNGRIA,INMEDIATA,"POR DOSIS 25.00 mL - TARTRATO DE CARNITINA 3,000.000000 mg D-PANTOTENATO DE CALCIO 6.125000 mg ACIDO L-ASCORBICO 130.550000 mg CLORHIDRATO DE PIRIDOXINA 1.425000 mg CROMO PICOLINATO 0.152500 mg",ORAL,"frasco de PEAD blanco x 1000 mL con tapa de polipropileno blanco, incluye vaso dosificador de polipropileno incoloro por 25 mL",A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE4620,FUTURE PHARMA SOCIEDAD ANONIMA CERRADA,ISO-XP MANGO & PASSION FRUIT .,APPLIED NUTRITION PLC,DOSIS 25.00 g,POLVO ORAL,REINO UNIDO,INMEDIATA,POR DOSIS 25.00 g - AISLADO DE PROTEINA DE SUERO DE LECHE 24.640000 g,ORAL,"Pote de PET blanco, negro, azul, celeste, gris, incoloro x 500g, 800g, 900g, 950g, 1000g, 1100g, 1200g, 1250g, 1500g, 1600g, 1750g, 1800g, 2000g, 2100g, 2200g, 2225g, con tapa tereftalato de polietileno negro o blanco y con cuchara dosificadora de PET por 25 g incolora o negro. Bolsas de PET/MET PET/polietileno plateado, incoloro, gris, dorado, negro, celeste, blanco o azul con cierre cremallera de polipropileno x 100g, 200g, 400g, 450g, 500g, 800g, 900g, 950g, 1000g, 1200g, 1500g, 1800g, 2000g, 2225g, 2500g, 3000g, 3500g, 4000g, con cuchara dosificadora de PET incolora o negro por 25g. Sobre de poli(tereftalato de etileno)/aluminio/polietileno de baja densidad plateado, negro, incoloro, gris, dorado, celeste, blanco o azul x 25g",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4621,CORPORACION ARION SOCIEDAD ANONIMA CERRADA/CORPORACION ARION S.A.C.,APPLE CIDER SLIM .,MASON VITAMINS INC.,TABLETA,TABLETA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,VINAGRE DE MALUS DOMESTICA 500.000000 mg,ORAL,Frasco de polietileno de alta densidad blanco conteniendo 24 tabletas con tapa de polietileno de baja densidad blanco,A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4622,BIKE SPRINT E.I.R.L.,ENERGY DRINK MIX TROPICAL FRUIT .,"ADVANCED FOOD CONCEPTS, INC.",DOSIS 65.00 g,POLVO ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,"POR DOSIS 65.00 g - TAURINA 747.500000 mg L-LEUCINA 552.500000 mg L-VALINA 299.000000 mg BETA ALANINA 250.250000 mg L-ISOLEUCINA 45.500000 mg CITRATO DE SODIO 1,300.000000 mg CAFEINA 35.000000 mg",ORAL,"Pote por 780 y 1560 g con tapa de polietileno de alta densidad blanco, incluye cuchara dosificadora de polietileno de baja densidad incoloro. Caja de cartón con 10 sobres de polietileno de baja densidad/aluminio/poliéster azul x 65 g cada uno.",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4623,MEDSTYLE PERUANA S.A.C.,ACEITE DE ONAGRA + VITAMINA E .,SINCROFARM SL,CAPSULA,CAPSULA BLANDA,ESPAÑA,INMEDIATA,ACEITE DE OENOTHERA BIENNIS 500.000000 mg VITAMINA E (TOCOFEROL) 10.000000 mg,ORAL,Pote de polietileno de alta densidad blanco y tapa de polietileno de baja densidad blanco x 80 cápsulas blandas,A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4624,IMMUNOTEC PERU S.A.C.,OPTIMIZER PERFORMANCE .,"VITAQUEST INTERNATIONAL, LLC.",SOBRE 5.20 g,POLVO ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,POR SOBRE 5.20 g - EXTRACTO DE BRASSICA OLERACEA (SEMILLAS) 125.000000 mg CAMELLIA SINENSIS L. (TE VERDE) (HOJA) EN POLVO 75.000000 mg COFFEA ROBUSTA (CAFE VERDE) 75.000000 mg ACIDO ASCORBICO 69.000000 mg EXTRACTO DE PAULLINIA CUPANA (SEMILLA) 46.000000 mg SELENOMETIONINA 5.500000 mg METILCOBALAMINA 1.560000 mg,ORAL,"Caja de cartón conteniendo 30 sobres de Aluminio/Poliolefina/Celofan plateado de 5.2g c/u. Caja de cartón conteniendo 1, 2, 3, 4, 5, 6, 7, 10, 14, 15 sobres de Aluminio/Poliolefina/Celofan plateado de 5.2g c/u.",A12AX,"Calcio, combinaciones con otras drogas",A12,A12A
DE4625,IMPORTACIONES MACOY E.I.R.L.,VENOM EXTRENE POTENCY PRE-WORKOUT TROPICAL FRUIT PUNCH .,NATURAL VITAMINS LABORATORY,DOSIS 4.90 g,POLVO ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,"POR DOSIS 4.90 g - BETA ALANINA 1,600.000000 mg EXTRACTO DE MUCUNA PRURIENS (SEMILLA) 50.000000 mg L-TEANINA 50.000000 mg EXTRACTO DE PIPER NIGRUM (FRUTO) EN POLVO 2.500000 mg HUPERZINA A 0.025000 mg VITAMINA B3 10.000000 mg BETAINA ANHIDRO 1,000.000000 mg INOSITOL DE SILICATO DE ARGININA 375.000000 mg L-TIROSINA 375.000000 mg CAFEINA ANHIDRA 112.500000 mg MALATO DE CAFEINA 100.000000 mg",ORAL,"Pote de polietileno de alta densidad por 188, 196, 294 y 392 g con tapa de polietileno de alta densidad negro, incluye cuchara dosificadora de polipropileno incolora, blanca o negra.",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4626,LAFAGE SOCIEDAD ANONIMA CERRADA - LAFAGE S.A.C.,MELINDA D3 .,PHARMACROSS S.A.,TABLETA,TABLETA RECUBIERTA,GUATEMALA,INMEDIATA,CARBONATO DE CALCIO 787.500000 mg ISOFLAVONA DE SOJA 125.000000 mg VITAMINA D3 20.000000 MCG,ORAL,"caja de cartulina por 1, 2, 3, 4, 5, 10, 20, 30, 60, 90 y 120 tabletas recubiertas en blíster de OPA/aluminio/PVC y aluminio plateado. Caja de cartulina por 1, 2, 3, 4, 5, 10, 20, 30, 60, 90 y 120 tabletas recubiertas en blíster de PVC incoloro y aluminio plateado",A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE4627,HEALTHY GREEN WORLD PERU LIMITED COMPANY SOCIEDAD ANONIMA CERRADA,ZINC 4,"NANJING BAOSHENGYUAN FOOD CO., LTD.",CAPSULA,CAPSULA,CHINA,INMEDIATA,LACTATO DE ZINC 4.000000 mg,ORAL,"FRASCO PEAD DE COLOR BLANCO CON TAPA DE POLIPROPILENO DE COLOR BLANCO X 30, 60, 90, 100, 120 o 150 CÁPSULAS y FRASCO PET DE COLOR ANARANJADO CON TAPA DE POLIPROPILENO DE COLOR ANARANJADO X 30, 60, 90, 100, 120 o 150 CÁPSULAS.",A12,SUPLEMENTOS MINERALES,A12,A12
DE4628,MEDICAL STORE ASOCIADOS S.A.C.,MULTIVITAMINS & MINERALS PINEAPPLE - STRAWBERRY .,"VITAQUEST INTERNATIONAL, LLC.",TABLETA,TABLETA MASTICABLE,ESTADOS UNIDOS DE AMERICA,INMEDIATA,PALMITATO DE RETINOL 12.000000 mg METILCOBALAMINA 125.000000 MCG CIANOCOBALAMINA 125.000000 MCG COLECALCIFEROL 37.500000 MCG BIOTINA 0.300000 mg D-PANTOTENATO DE CALCIO 10.930000 mg IODURO DE POTASIO 98.300000 MCG BETACAROTENO 1.200000 mg ACIDO ASCORBICO 94.737000 mg DL-ALFA ACETATO DE TOCOFERIL 42.650000 mg FILOQUINONA 0.060000 mg BISGLICINATO DE ZINC 75.000000 mg MONONITRATO DE TIAMINA 22.728000 mg RIBOFLAVINA 6.000000 mg CLORHIDRATO DE PIRIDOXINA 7.492000 mg CITRATO DE MAGNESIO 187.500000 mg OXIDO DE MAGNESIO 34.500000 mg SELENIO AMINOQUELADO 35.000000 mg ACIDO FOLICO 400.000000 MCG QUELATO DE MANGANESO 6.250000 mg CITRATO CUPRICO 3.750000 mg QUELATO AMINOACIDO DE CROMO 1.000000 mg QUELATO DE MOLIBDENO 18.750000 mg NIACINAMIDA 20.000000 mg,ORAL,frasco de polietileno de alta densidad blanco por 60 tabletas masticables con tapa de polipropileno blanco,A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE4629,MEDSTYLE PERUANA S.A.C.,CARBONATO DE MAGNESIO .,SINCROFARM SL,DOSIS,POLVO ORAL,ESPAÑA,INMEDIATA,CARBONATO DE MAGNESIO 289.450000 mg,ORAL,"POTE DE POLIETILENO DE ALTA DENSIDAD BLANCO x 130 g, CON TAPA DE POLIETILENO DE BAJA DENSIDAD COLOR BLANCO, INCLUYE CUCHARA DOSIFICADORA DE POLIPROPILENO TRANSPARENTE",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4630,FAM CARE LABS S.A.C.,FLEXIVITA PRO .,"RIOJA NATURE PHARMA, S.L.",CAPSULA,CAPSULA,ESPAÑA,INMEDIATA,GLUCONATO DE MANGANESO 6.580000 mg METILSULFONIL METANO 200.000000 mg GLUCOSAMINA SULFATO CLORURO POTASICO 355.300000 mg CONDROITINA SULFATO DE SODIO 244.270000 mg EXTRACTO DE BAMBUSA ARUNDIINACEA (TALLO) 14.000000 mg EXTRACTO DE PIPER NIGRUM (FRUTO) EN POLVO 3.360000 mg CITRATO DE ZINC 7.500000 mg EXTRACTO DE CURCUMA LONGA EN POLVO 54.000000 mg,ORAL,"Caja de cartón conteniendo 15, 30, 60, 90, 100, cápsulas en blíster de PVC-PVDC/Aluminio plateado.",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4631,MEDIFARMA S.A.,VITAMINA D3 400 UI,YOUR GUMMY VITAMINS LLC,GOMA,GEL MASTICABLE,ESTADOS UNIDOS DE AMERICA,INMEDIATA,COLECALCIFEROL 400.000000 UI,ORAL,"Frasco de poli(tereftalato de etileno) incoloro conteniendo 30, 60, 90 o 120 geles masticables (gomitas) con tapa de polipropileno blanco. Sobre de poli(tereftalato de etileno) /aluminio/polietileno de baja densidad conteniendo 2 geles masticables (gomitas). Sobre de poli(tereftalato de etileno) /aluminio/polietileno de baja densidad con cierre cremallera de polipropileno conteniendo 2, 4, 6, 8 o 10 geles masticables (gomitas). Sobre de poli(tereftalato de etileno) /polietileno de baja densidad/ poli(tereftalato de etileno) conteniendo 2 geles masticables (gomitas). Sobre de poli(tereftalato de etileno) /polietileno de baja densidad/ poli(tereftalato de etileno) con cierre cremallera de polipropileno conteniendo 2, 4, 6, 8 o 10 geles masticables (gomitas).",A11CC,Vitamina D y análogos,A11,A11C
DE4632,ROCCIA S.A.C.,IRON .,FULLIFE HEALTHCARE PVT LTD,TABLETA,TABLETA EFERVESCENTE,INDIA,INMEDIATA,BISGLICINATO FERROSO 95.000000 mg,ORAL,"Tubo de polipropileno blanco conteniendo 20 tabletas efervescentes , con tapón de polietileno de baja densidad blanco",B03AB05,COMPLEJOS DE OXIDO FERRICO (HIERRO III) - POLIMALTOSA,B03,B03A
DE4633,NATURAL CENTER IMPORT S.A.C.,B-6 100mg,NOW FOODS,CAPSULA,CAPSULA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,VITAMINA B6 100.000000 mg,ORAL,"Frasco de polietileno de alta densidad blanco por 100 cápsulas, con tapa de polietileno de alta densidad negro.",A11BA,Multivitamínicos solos,A11,A11B
DE4634,NUTRABIOTICS PERU S.A.C.,GLUTACEON .,FLORA LAB S.A.S.,CAPSULA,CAPSULA,COLOMBIA,INMEDIATA,GLUTATION 100.000000 SU RIBOFLAVINA 5-FOSFATO SODICO 20.000000 mg NICOTINAMIDA 17.500000 mg SELENIOMETIONINA 100.000000 MCG,ORAL,Frasco de polietileno de alta densidad blanco por 60 cápsulas con tapa de polipropileno gris,A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE4635,DROGUERIA ROSSINI E.I.R.L.,HYALART 500 mg,INSTANT PROCES S.L.,CAPSULA,CAPSULA,ESPAÑA,INMEDIATA,ACIDO HIALURONICO 526.000000 mg,ORAL,Caja de cartón por 15 y 30 cápsulas en blíster de PVC incoloro y aluminio plateado,M09AX01,Ácido hialurónico,M09,M09A
DE4636,MEDIFARMA S.A.,MULTIVITAMÍNICO CON HIERRO .,YOUR GUMMY VITAMINS LLC,GOMA,GEL MASTICABLE,ESTADOS UNIDOS DE AMERICA,INMEDIATA,ACIDO ASCORBICO 38.000000 mg NICOTINAMIDA 5.000000 mg PANTOTENATO DE CALCIO 1.100000 mg CLORHIDRATO DE PIRIDOXINA 0.900000 mg CIANOCOBALAMINA 0.000500 mg ACIDO FOLICO 125.000000 MCG FUMARATO FERROSO 4.850000 mg CITRATO DE ZINC 1.340000 mg D-BIOTINA 0.005000 mg,ORAL,"Frasco de poli(tereftalato de etileno) incoloro conteniendo 30, 60, 90 o 120 geles masticables (gomitas) con tapa de polipropileno blanco. Sobre de poli(tereftalato de etileno) /aluminio/polietileno de baja densidad conteniendo 2 geles masticables (gomitas). Sobre de poli(tereftalato de etileno) /aluminio/polietileno de baja densidad con cierre cremallera de polipropileno conteniendo 2, 4, 6, 8 o 10 geles masticables (gomitas). Sobre de poli(tereftalato de etileno) /polietileno de baja densidad/ poli(tereftalato de etileno) conteniendo 2 geles masticables (gomitas). Sobre de poli(tereftalato de etileno) /polietileno de baja densidad/ poli(tereftalato de etileno) con cierre cremallera de polipropileno conteniendo 2, 4, 6, 8 o 10 geles masticables (gomitas).",A11AA01,Multivitamínicos con hierro,A11,A11A
DE4637,NUTRABIOTICS PERU S.A.C.,GASTROESSENS .,FLORA LAB S.A.S.,CAPSULA,CAPSULA,COLOMBIA,INMEDIATA,CLORHIDRATO DE BETAINA 340.000000 mg CITRATO DE ZINC 5.130000 mg PALMITATO DE ASCORBILO 4.250000 mg PEPSINA 80.000000 mg,ORAL,"Frasco de Polietileno de alta densidad blanco por 90 cápsulas , con tapa de polipropileno gris .",V07A,TODO EL RESTO DE LOS PRODUCTOS NO TERAPÉUTICOS,V07,V07A
